name,url,price_per_lb,total_price,bag_size,bag_type,country,region,altitude,grower,variety,process,flavor_notes,about,warehouse,position,certifications,is_staff_pick,inventory,overview_text,taste_text,source_text,word_cloud,sweetness,acidity,viscosity,balance,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
NICARAGUA FT-FLO ORGANIC SEGOVIA SHG EP,https://royalcoffee.com/product/3427097000054834121/,,$689.10,152.12 lb,Full Bag,Nicaragua,"Estelí, Madriz, and Nueva Segovia, Nicaragua",1100 – 1800 masl,Promotora de Desarrollo Cooperativo de Las Segovias (PRODECOOP),"Catuai, Caturra, Bourbon, and Typica",Fully washed and dried in the sun,,"NICARAGUA FTO SABOR DE SEGOVIA is sourced from family-owned farms organized around Promotora de Desarrollo Cooperativo de Las Segovias (PRODECOOP), an umbrella cooperative operating in the departments of Esteli, Madriz and Nueva Segovia, Nicaragua. PRODECOOP operates a centrally located dry mill facility and cupping lab where coffee is received, processed and selected for export. In addition to marketing coffee internationally, PRODECOOP provides producers with financing, training, and technical assistance to improve coffee quality. PRODECOOP also strives to improve the quality of life for coffee producers and their families through projects promoting income diversification and education.",Oakland,SPOT,Fair Trade | Organic,,275 Bags,,,,,,,,,,,,,,,
NICARAGUA FT-USA ORGANIC SABOR DE SEGOVIA SHG EP,https://royalcoffee.com/product/3427097000051779077/,$4.61,$730.18,152.12 lb,Full Bag,Nicaragua,"Estelí, Madriz, and Nueva Segovia, Nicaragua",1100 – 1800 masl,Promotora de Desarrollo Cooperativo de Las Segovias (PRODECOOP),"Catuai, Caturra, Bourbon, and Typica",Fully washed and dried in the sun,,"NICARAGUA FT-USA ORGANIC SABOR DE SEGOVIA SHG EP is sourced from family-owned farms organized around Promotora de Desarrollo Cooperativo de Las Segovias (PRODECOOP), an umbrella cooperative operating in the departments of Esteli, Madriz and Nueva Segovia, Nicaragua. PRODECOOP operates a centrally located dry mill facility and cupping lab where coffee is received, processed and selected for export. In addition to marketing coffee internationally, PRODECOOP provides producers with financing, training, and technical assistance to improve coffee quality. PRODECOOP also strives to improve the quality of life for coffee producers and their families through projects promoting income diversification and education.",Midwest,SPOT,Fair Trade (FT -USA) | Organic,,265 Bags,,,,,,,,,,,,,,,
Nicaragua Matagalpa Bonanza SHG EP,https://royalcoffee.com/product/3427097000053065133/,$4.35,$654.12,152.12 lb,Full Bag,Nicaragua,,,,,,,,Oakland,SPOT,,,275 Bags,,,,,,,,,,,,,,,
Nicaragua Segovia Diamante SHG EP,https://royalcoffee.com/product/3427097000050974024/,$4.35,$670.85,152.12 lb,Full Bag,Nicaragua,"Nueva Segovia, Nicaragua",1000 - 1400 masl,Producers from Nueva Segovia,"Catuai, Caturra, Maragogype, and Parainema",Fully washed and dried in the sun,,"Sourcing DetailsWhen coffee is cultivated and harvested at small family owned farms, exporters play a critical role in ensuring quality and fairness.  Arabigos Finos de Nicaragua is a family owned export company working in Nueva Segovia.  In 2019, Arabigos established a regional blend with a focus on transparency so that importers and roasters can have the best access to information all the way back to the farm level.Processing DetailsCalled Diamante to represent the idea that a polished rock is transformed into a diamond.  The work starts with traceability to 38 farms in Nueva Segovia where the harvest protocol is polished.  Coffee cherries are picked, hand sorted, depulped, fermented for 24 hours, washed, and density sorted in classification channels at each individual farm.  Wet parchment is then transported to Arabigos drying facility and dried to 10.5 percent. This step takes the burden of having drying infrastructure and labor costs off of the farmers, and also ensures more uniform and gentle drying using strict temperature controls.Exporting preparationFor the export preparation, Arabigos has their own operation where dried coffee in parchment from each farm is cupped and selected for the Diamante lot.  Arabigos ability to ensure traceability and quality control throughout the post harvest process is a vital resource for establishing higher prices for producers.",Oakland,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Nicaragua Segovia Diamante SHG EP,https://royalcoffee.com/product/3427097000050974029/,$4.35,$670.85,152.12 lb,Full Bag,Nicaragua,"Nueva Segovia, Nicaragua",1000 - 1400 masl,Producers from Nueva Segovia,"Catuai, Caturra, Maragogype, and Parainema",Fully washed and dried in the sun,,"Sourcing DetailsWhen coffee is cultivated and harvested at small family owned farms, exporters play a critical role in ensuring quality and fairness.  Arabigos Finos de Nicaragua is a family owned export company working in Nueva Segovia.  In 2019, Arabigos established a regional blend with a focus on transparency so that importers and roasters can have the best access to information all the way back to the farm level.Processing DetailsCalled Diamante to represent the idea that a polished rock is transformed into a diamond.  The work starts with traceability to 38 farms in Nueva Segovia where the harvest protocol is polished.  Coffee cherries are picked, hand sorted, depulped, fermented for 24 hours, washed, and density sorted in classification channels at each individual farm.  Wet parchment is then transported to Arabigos drying facility and dried to 10.5 percent. This step takes the burden of having drying infrastructure and labor costs off of the farmers, and also ensures more uniform and gentle drying using strict temperature controls.Exporting preparationFor the export preparation, Arabigos has their own operation where dried coffee in parchment from each farm is cupped and selected for the Diamante lot.  Arabigos ability to ensure traceability and quality control throughout the post harvest process is a vital resource for establishing higher prices for producers.",Oakland,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Nicaragua SHG EP,https://royalcoffee.com/product/3427097000055376291/,,$571.97,152.12 lb,Full Bag,Nicaragua,,,,,,,,Oakland,SPOT,,,275 Bags,,,,,,,,,,,,,,,
Nicaragua SHG EP,https://royalcoffee.com/product/3427097000055376303/,,$571.97,152.12 lb,Full Bag,Nicaragua,,,,,,,,Oakland,SPOT,,,275 Bags,,,,,,,,,,,,,,,
Papua New Guinea Baiyer Valley B 15+,https://royalcoffee.com/product/3427097000056735020/,,$566.16,132.28 lb,Full Bag,Papua New Guinea,,,,,,,,Oakland,SPOT,,,320 Bags,,,,,,,,,,,,,,,
Papua New Guinea Baiyer Valley B 15+,https://royalcoffee.com/product/3427097000056735026/,,$575.42,132.28 lb,Full Bag,Papua New Guinea,,,,,,,,Oakland,SPOT,,,320 Bags,,,,,,,,,,,,,,,
Papua New Guinea Grade B,https://royalcoffee.com/product/3427097000057090164/,,$571.45,132.28 lb,Full Bag,Papua New Guinea,,,,,,,,Oakland,SPOT,,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000052361370/,$5.45,$617.75,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000052361380/,$5.45,$611.13,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000052361385/,$5.45,$611.13,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,315 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000054799008/,,$584.68,132.28 lb,Full Bag,Papua New Guinea,,,,,,,,Oakland,SPOT,,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000054799014/,,$584.68,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000054799018/,,$584.68,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000054799022/,,$584.68,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC SIANE CHIMBU,https://royalcoffee.com/product/3427097000057694179/,,$677.27,132.28 lb,Full Bag,Papua New Guinea,"Chimbu Province, Papua New Guinea",1350 masl,Siane Organic Agriculture Cooperative (SOAC),"Bourbon, Typica",Fully washed and dried in the sun,,"This coffee is sourced from farms organized around the Siane Organic Agriculture Cooperative (SOAC) located in the Chuave district within the province of Chimbu, Papua New Guinea. SOAC accesses the international coffee markets for farmers, creating greater earning capacity from direct trade relationships. SOAC also assist farmers with financing, coffee quality improvement, organic certification, and community based projects that promote gender equality and education.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC TIMUZA A,https://royalcoffee.com/product/3427097000052361401/,$5.45,$630.98,132.28 lb,Full Bag,Papua New Guinea,"Eastern Highlands Province, Papua New Guinea",1420 – 1600 masl,Timuza Coffee Cooperative | 200 members,"Arusha, Mundo Novo, and Typica",Fully washed and dried in the sun,,"The Timuza Coffee Cooperative represents over 200 small-holder farmers of the Kamano tribal group, located southwest of Kainantu in the hamlets surrounding Namura town. The soils are are a mix of black & brownish red loam, with predominately traditional typica grown under casuarina and albizia shade trees. Average farm size is 1.4 hectares per family, with adjacent gardens for cultivation of food crops such as sweet potato, taro, and cassava. Farmers have received training and assistance in financial management, gender equality, coffee husbandry and standards for processing through local partners. The harvest takes place from April through September, with selective harvest of ripe cherry, manually pulping, fermentation in traditional bilum bags, washing, and full sun-drying. In 2016, Timuza placed 1st in the National Cupping Competition.",Oakland,SPOT,Organic,,320 Bags,,,,,,,,,,,,,,,
PAPUA NEW GUINEA ORGANIC TIMUZA A,https://royalcoffee.com/product/3427097000054799026/,,$605.84,132.28 lb,Full Bag,Papua New Guinea,,,,,,,,Vancouver,SPOT,,,320 Bags,,,,,,,,,,,,,,,
Papua New Guinea Waghi Mek A 16+,https://royalcoffee.com/product/3427097000058258004/,,$673.31,132.28 lb,Full Bag,Papua New Guinea,,,,,,,,Oakland,SPOT,,,320 Bags,,,,,,,,,,,,,,,
Peru El Gorrion Double Fermentation Microlot,https://royalcoffee.com/product/3427097000058601359/,,$982.70,152.12 lb,Full Bag,Peru,,,,,,,,Shanghai,,,,5 Bags,,,,,,,,,,,,,,,
Peru El Gorrion Microlot,https://royalcoffee.com/product/3427097000058601365/,,$959.88,152.12 lb,Full Bag,Peru,,,,,,,,Shanghai,,,,15 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC APROCASSI,https://royalcoffee.com/product/3427097000056503075/,,$670.85,152.12 lb,Full Bag,Peru,"San Ignacio, Cajamarca, Peru",1250 – 1800 masl,Asociación Provincial de Cafetaleros Solidarios San Ignacio (APROCASSI),"Bourbon, Catimor, Caturra, Mundo Novo, Pache, and Typica",Full natural and dried in the sun and mechanical driers,,"PERU ORGANIC APROCASSI NATURAL is sourced from family-owned farms organized around the Asociación Provincial de Cafetaleros Solidarios San Ignacio (APROCASSI), which was established in 2000 to support coffee producers in the region of Cajamarca, Peru. On average, each producer cultivates 7 hectares of land with a diversity of crops including coffee. APROCASSI provides training and financing aimed at improving coffee quality and yields to increase farmer earnings. APROCASSI has also invested in infrastructure to improve drying processes and reduce the burden of transporting coffee long distances.",Oakland,SPOT,Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC APROCASSI,https://royalcoffee.com/product/3427097000056503081/,,$670.85,152.12 lb,Full Bag,Peru,"San Ignacio, Cajamarca, Peru",1250 – 1800 masl,Asociación Provincial de Cafetaleros Solidarios San Ignacio (APROCASSI),"Bourbon, Catimor, Caturra, Mundo Novo, Pache, and Typica",Full natural and dried in the sun and mechanical driers,,"PERU ORGANIC APROCASSI NATURAL is sourced from family-owned farms organized around the Asociación Provincial de Cafetaleros Solidarios San Ignacio (APROCASSI), which was established in 2000 to support coffee producers in the region of Cajamarca, Peru. On average, each producer cultivates 7 hectares of land with a diversity of crops including coffee. APROCASSI provides training and financing aimed at improving coffee quality and yields to increase farmer earnings. APROCASSI has also invested in infrastructure to improve drying processes and reduce the burden of transporting coffee long distances.",Oakland,SPOT,Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054693845/,,$698.23,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000058186379/,,$824.22,152.07 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,"Cherry, lime, nougat, caramel","Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Seattle,SPOT,Fair Trade (FT FLO) | Organic,,20 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000058251204/,,$831.82,152.07 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,"Cherry, lime, nougat, caramel","Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Houston,SPOT,Fair Trade (FT FLO) | Organic,,15 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054693897/,,$698.23,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054696181/,,$684.54,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054696185/,,$684.54,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054696189/,,$684.54,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054696193/,,$684.54,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054696197/,,$695.19,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Seattle,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
PERU FT-FLO ORGANIC CAFE DE MUJER APROCCURMA,https://royalcoffee.com/product/3427097000054696233/,,$684.54,152.12 lb,Full Bag,Peru,"Rodríguez de Mendoza, Amazonas, Peru",1500-1800 masl,124 women members of Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA),"Bourbon, Catimor, Caturra, Pache and Typica",Fully washed and dried in the sun,,"Looking to support women in coffee? For the past five years, Asociación de Productores Cafetaleros de la Cuenca del Rio Marañón (APROCCURMA) has been working directly with 124 women producers to establish coffee production from farms owned and managed by women. A significant number of women in the northern highlands of the Rodríguez de Mendoza province rely on coffee income to support their families. They use organic practices to manage just a few acres of land intercropped with shade trees, bananas, corn, and beans. After carefully harvesting and sorting cherries, depulping, fermenting, washing, and drying is all done at the farm with micro-mills.The cooperative carries out activities that often go unnoticed but are crucial for producers who have small farms. Investments for basic infrastructure needs, like road improvements, establishing local warehouses, and preparing coffee for export are all coordinated through APROCCURMA, which ensures traceability and quality control throughout the post-harvest process. APROCCURMA also provides women producers with financing, training, and technical assistance to improve coffee quality. The cooperative strives to improve the quality of life for coffee producers and their families through internationally marketing producers’ coffee to gain improved premiums based on a reputation for quality and certification.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
